"","ID_PROV","sample.size","dir.estim","dir.se","dir.var","dir.cv","expert.estim","expert.mse","expert.cv","stepw.estim","stepw.mse","stepw.cv","lasso.estim","lasso.mse","lasso.cv","sPCA.estim","sPCA.mse","sPCA.cv","expert.est.ratio","expert.se.ratio","expert.cv.ratio","stepw.est.ratio","stepw.se.ratio","stepw.cv.ratio","lasso.est.ratio","lasso.se.ratio","lasso.cv.ratio","sPCA.est.ratio","sPCA.se.ratio","sPCA.cv.ratio","expert.improv.ratio","stepw.improv.ratio","lasso.improv.ratio","sPCA.improv.ratio"
"1",101,568,0.265793262057179,0.0204757567832006,0.000419256615844785,7.70364027467172,0.263077495163576,0.000374994484972669,7.36086312555149,0.272817638682406,0.00034479934271743,6.80629500811766,0.265475065221397,0.000391118179305497,7.44955387173911,0.263083639198312,0.000365466055065892,7.26657368746822,101.032306808271,105.737130890187,104.656752112811,97.4252483603511,110.269840808188,113.184048964728,100.119859405823,103.534707513043,103.410759990562,101.029947307679,107.106650878616,106.01475476616,10.5572885911244,17.7593555625417,6.71150686139802,12.8299849652955
"2",102,689,0.363964351392616,0.019492205382688,0.000379946070680892,5.35552597613094,0.366395028863563,0.000344437111266976,5.06530261549838,0.372293796581969,0.000319941104888155,4.80451131338945,0.370991647934312,0.000361128660355096,5.12232164875103,0.366158311569681,0.000335962469261499,5.00583448122121,99.336596493002,105.028221072309,105.72963518003,97.762668820747,108.974769381078,111.468693209357,98.1058073461156,102.572277900496,104.552707607433,99.4008165026597,106.344637807271,106.98567833638,9.34578935117831,15.7930218057536,4.95265296258318,11.5762748488413
"3",103,205,0.205048340326289,0.0307142430156451,0.000943364724024102,14.9790254175041,0.229598247519958,0.000753373456415799,11.9546423699552,0.227060020778771,0.000647689869412704,11.2083808353268,0.223441866173577,0.000833722910536167,12.922493371811,0.228282917853906,0.000713930056311058,11.7045418301665,89.3074500964842,111.901178100465,125.298816593208,90.305787704508,120.685825120263,133.641296076352,91.7680933469289,106.372397586837,115.914359454649,89.8220253420423,114.950796039063,127.976179117906,20.1397468836718,31.3425811970307,11.6224203317925,24.3208869136368
"4",104,444,0.524793423200611,0.0260893391261242,0.000680653616037915,4.9713540552796,0.514169122375794,0.000580487014852423,4.68587028722268,0.531197689785024,0.000535437856241418,4.35610519579426,0.516783999911676,0.000664824105341249,4.9893540133134,0.513985941373792,0.000561578119795222,4.61056181366355,102.066304716185,108.284631617268,106.092438555872,98.7943722821904,112.747920724701,114.123829242676,101.549858991436,101.183500301452,99.6392326945377,102.102680434786,110.092564626319,107.825342251064,14.716237279185,21.3347518289549,2.32563382073979,17.4942868791076
"5",105,492,0.284890868825371,0.0218100054924272,0.000475676339579704,7.65556494750137,0.281684257092818,0.00042112708392116,7.28524247413674,0.28473490294815,0.000384432683150003,6.88603847502582,0.284160097434565,0.000480261852779016,7.7121586134057,0.277630618778739,0.00041615144339548,7.34781717087222,101.138370942575,106.279423119285,105.083186656852,100.054775819756,111.236066625805,111.175169515338,100.257168897887,99.5214577947385,99.2661760637812,102.615075411555,106.912890745302,104.188288432776,11.4677252408101,19.1818782725921,-0.963998588486437,12.5137391186659
"6",106,292,0.284016809885282,0.0284946603825939,0.000811945670319365,10.0327372855512,0.296475441067297,0.000663709592579924,8.68961076426638,0.283906321650248,0.000577917350849781,8.46755066369551,0.293929806318939,0.000735415849799786,9.22619999109542,0.30023851472446,0.000639398805778427,8.422082812633,95.7977527119397,110.60491793918,115.456693719909,100.038917145061,118.530637005884,118.484526210944,96.6274272902759,105.074417801228,108.741814563246,94.5970606555708,112.687975012441,119.12418232818,18.2568961395083,28.8231501225363,9.42548538863169,21.2510357340867
"7",107,932,0.315052934909288,0.0163350421060267,0.000266833600605664,5.18485635143502,0.309479956548375,0.000247104826129594,5.07934938033165,0.302230840420664,0.000235935578612689,5.08227240929029,0.310976850024113,0.000258113548728416,5.16627286940103,0.310973948236529,0.000242597181212476,5.00862904396179,101.800755830222,103.915335592203,102.07717491362,104.242483814947,106.346582939808,102.018466030219,101.310735794275,101.675158325968,100.359707713932,101.311681153965,104.876306249703,103.51847393621,7.39366197933424,11.5795094481511,3.26797369501257,9.08297131177479
"8",201,390,0.295684828013143,0.0253949725609542,0.000644904631371618,8.58852743023577,0.298368300824709,0.000550609151829142,7.86446224377856,0.315882292373999,0.000491512025715834,7.01845941649262,0.302627922451404,0.000597373941861671,8.07633157596477,0.304300039991387,0.000536138885744312,7.60915873924645,99.1006173229028,108.224611403578,109.206798430878,93.6060156430221,114.546196718899,122.370550580568,97.7057323785526,103.90216829653,106.341936923384,97.1688429687724,109.675366462945,112.870919434733,14.6216161204989,23.7853161838116,7.37018889271375,16.8653999888289
"9",202,40,0.288320504395899,0.0836615637951516,0.00699925725665022,29.0168623180106,0.339044135865218,0.00273903109958516,15.436265669618,0.37096778564957,0.00158271300502928,10.724199581478,0.323617839097116,0.0037147928862001,18.8336653358125,0.334920062550799,0.00231043693990188,14.3517842210652,85.0392246602713,159.855468052367,187.978510729589,77.7211702873458,210.293036817183,270.57368801795,89.0928958676395,137.264640037346,154.06911931707,86.0863640714767,174.051960038093,202.182961163953,60.866832020173,77.3874148785503,46.9258987063155,66.9902554630827
"10",203,22,0.673543006848565,0.102234757757921,0.0104519456938208,15.1786532884168,0.488889309355693,0.00311095363481477,11.4087017993101,0.472152406888153,0.00210273322341542,9.71202698444109,0.476214477158855,0.00320435854053347,11.8868821761104,0.483182284185154,0.00260940327879509,10.5720595152753,137.770042003215,183.29550003874,133.044526497613,142.653727275845,222.949490367899,156.287181993351,141.436902730676,180.604272586383,127.692468584589,139.397289365532,200.137269523253,143.573286420547,70.2356506056669,79.8818967777592,69.3419901480364,75.0342820826388
"11",204,12,0.0998892288081564,0.0944183025295004,0.00891481585255225,94.5230067906888,0.357190528883418,0.00289406165907433,15.0610050814202,0.204516956166121,0.00462812497587019,33.2639039905985,0.157527604860901,0.00692153595671564,52.8134538302177,0.381653526527501,0.00274505108235256,13.7279578047278,27.9652512401187,175.510174691727,627.600922247186,48.8415389514307,138.788553480632,284.160893494053,63.4106186635416,113.489308194162,178.975241980116,26.1727514264063,180.210865738327,688.543832485674,67.5364953472844,48.085018777531,22.3591819371788,69.2079889505887
"12",205,27,0.120900744429743,0.0660287382639127,0.00435979427672429,54.6140047154822,0.262555304428716,0.00195328537466897,16.8330205003223,0.304123658199902,0.00136704102609878,12.1573961465251,0.232733700793849,0.00260287427287713,21.9213512014686,0.285277979965482,0.00178573876786395,14.8129212136343,46.0477249518176,149.399845833232,324.44566151652,39.753811046911,178.583867615019,449.224521906298,51.9481037844339,129.421492268842,249.136124016951,42.3799777481499,156.25144231842,368.691657289134,55.1977627683717,68.6443685336938,40.2982318048093,59.0407561797697
"13",206,168,0.387398704335167,0.040499939521643,0.00164024510125674,10.4543301431911,0.379989743317965,0.00118568559486308,9.06176713063497,0.386177521547514,0.000893650199948199,7.74099500961209,0.385467954759695,0.00130490665958059,9.37133459489296,0.372111153456792,0.00110096905673861,8.91691997384017,101.949779210489,117.616865951973,115.367455293,100.316223166683,135.478567600199,135.051503459307,100.500884587586,112.115239993025,111.556470824212,104.108329120576,122.058159821498,117.241493406481,27.7129013246482,45.5172767006899,20.444410498115,32.8777719930358
"14",207,29,0.6035794382339,0.0942337936265424,0.00888000786124978,15.6124923510109,0.477513873440667,0.00286952626993091,11.2180948740668,0.427324769957244,0.00163636465875373,9.46633736886343,0.48066798305085,0.00353755945424232,12.3739021885508,0.46005129854458,0.00241251440216594,10.6764948879243,126.400398355944,175.914473415529,139.172404283215,141.246068720587,232.952099801964,164.926430811175,125.57096780254,158.436340004381,126.17274739295,131.198290308795,191.854379683031,146.232377900255,67.6855435854642,81.5724863725129,60.1626540255737,72.8320690717677
"15",208,148,0.277093248379923,0.0383801837552112,0.00147303850508378,13.850999250111,0.290378338274963,0.00108343127050613,11.3353900172414,0.305514677402724,0.000844212863588786,9.5102931362119,0.274817237640582,0.00119209083208773,12.5635017348338,0.284951089622738,0.000999473705813456,11.094694919969,95.4249032576044,116.602098512059,122.192524730453,90.6971968533819,132.093384253321,145.642190537442,100.828190676423,111.160982258395,110.24791927005,97.2423894734994,121.400748140644,124.843444096701,26.4492226939778,42.6890158895901,19.0726632078141,32.1488404842065
"16",210,329,0.426381436468577,0.029294749069083,0.000858182323020541,6.87054983249533,0.404414378994175,0.000695924361701633,6.52310593210284,0.417245405719314,0.000605462334708455,5.8972834475354,0.42039411704125,0.000774718448363582,6.62087393943961,0.408457711535153,0.00066601260136299,6.31821097205573,105.431819098281,111.047494028946,105.326356861424,102.189606074515,119.054609998684,116.503639236922,101.424215797658,105.248964900025,103.771041335924,104.388147028993,113.513773005778,108.742013568121,18.9071665736262,29.4482863993969,9.72565763918224,22.3926450711746
"17",211,84,0.278608491782045,0.0502575424591363,0.00252582057403188,18.0387690761604,0.258499376326521,0.00152625835540439,15.1131338119419,0.306650643586521,0.00109866076748432,10.8090600029921,0.280121878831913,0.00183728880346269,15.3017704865528,0.263035950213742,0.00137885290462053,14.117046972965,107.779173683624,128.643314450245,119.358230401605,90.855342262941,151.624520352651,166.88564103786,99.4597397903443,117.249914317412,117.886809843428,105.920309203228,135.345019525088,127.780045718525,39.5737618461129,56.5028181819516,27.259726112299,45.4097049174197
"18",212,117,0.283384001594984,0.0459783698978623,0.00211401049846465,16.2247585040369,0.304781914711858,0.00138661650797481,12.2176868633068,0.34414115745351,0.000992471050175597,9.15424030379382,0.289057524468537,0.00159382718327965,13.8113565108774,0.303309856183188,0.0012842399988779,11.815077454653,92.9792707230992,123.473962808329,132.797301858869,82.3452805505446,145.946823170685,177.237629400146,98.0372339782594,115.168299684994,117.474040231014,93.4305284902546,128.301127730816,137.322489558859,34.408248729991,53.0526905662767,24.6064679225954,39.2510112976917
"19",213,68,0.34315271407966,0.062372766436503,0.00389036199294255,18.1763873276618,0.372162674251587,0.00203107123761679,12.1095990616774,0.381854446852482,0.00132512499679875,9.5330214611985,0.36210145947277,0.00240966390222483,13.5565119310116,0.37077136638237,0.00180074908756619,11.4451216793201,92.2050323208082,138.398833230275,150.099001916452,89.8647945331448,171.343085631723,190.667643009551,94.7670066227571,127.062317137635,134.078643681801,92.5510287991799,146.983439247053,158.813403971967,47.7922300983475,65.9382597505671,38.0606764461464,53.7125570619675
"20",214,14,0.367153975517641,0.13280931195112,0.01763831334093,36.1726471200198,0.349812783456,0.00318274470739733,16.1274322505014,0.408506158190425,0.00218106329313307,11.4323503853369,0.349266571099145,0.0103643933408234,29.1484135629798,0.380081874325749,0.00286125846141872,14.0734762941528,104.957277973183,235.4114728142,224.292662081375,89.8772192674002,284.376950242722,316.406039884982,105.121418967239,130.453754707498,124.098167613352,96.5986542160049,248.284713612382,257.027093832168,81.9555042147271,87.6345132838077,41.2393172720621,83.7781628769508
"21",215,44,0.3633965236171,0.0773131145803599,0.00597731768611586,21.2751387412342,0.365256813143006,0.0023620397809332,13.3059313435817,0.281759022861791,0.00160210710651108,14.205873430024,0.339610402985388,0.00297383964037143,16.0574947225165,0.342601015200391,0.0020038043462773,13.0658904208892,99.4906899860679,159.077796078944,159.89214277358,128.974227666652,193.155640951456,149.762975476533,107.003943466577,141.773282971619,132.493512274996,106.069891066886,172.713192597096,162.829612494074,60.4832818837828,73.1968887945765,50.2479239596203,66.4765292476968
"22",216,86,0.450012414692255,0.0574303883815954,0.00329824950966088,12.7619564497725,0.403579415050516,0.00176865566326523,10.4205978978316,0.377606694601071,0.00126135421578434,9.40543412963359,0.453054661564983,0.00244585270282516,10.9160256159768,0.398444640221377,0.00158933875634861,10.0055334395214,111.505294351033,136.558931107308,122.46856250377,119.174903709713,161.704915486813,135.687053610461,99.3285033505188,116.125234455761,116.910283089607,112.942268326718,144.056718058707,127.548986037699,46.375928865155,61.7568588401299,25.8439152143881,51.8126584513002
