"","X","ID_PROV","ANEMIA","se","CV","var","ID_DEP","lasso","gb","mrp","ebma","direct_model_lasso","direct_minus_lasso","direct_minus_gb","direct_model_gb","direct_minus_mrp","direct_model_mrp","direct_minus_ebma","direct_model_ebma","samp_size","log_samp"
"40",407,407,0.235542277309941,0.0445120133179585,18.8976746876684,0.00198131932961811,4,0.27095159748426,0.298827062910774,0.253060948429511,0.309880523072811,0.869314960667926,-0.0354093201743187,-0.0632847856008333,0.788222709869724,-0.0175186711195701,0.930772917637864,-0.0743382457628702,0.760106750092831,118,4.77068462446567
"41",408,408,0.340448376027815,0.103778303229493,30.4828310360377,0.0107699362211926,4,0.497521050433314,0.508342171031573,0.496264497646231,0.49825850780776,0.684289389828436,-0.157072674405499,-0.167893795003758,0.669722866660752,-0.155816121618416,0.686022025840156,-0.157810131779945,0.683276593761984,25,3.2188758248682
"42",501,501,0.374823056078011,0.0144758655774824,3.8620531322037,0.000209550684217341,5,0.32621136101377,0.318170418470917,0.33064400100031,0.33841100193989,1.14901901305083,0.0486116950642408,0.0566526376070939,1.17805752615016,0.044179055077701,1.13361517204015,0.0364120541381207,1.10759713463627,1402,7.24565506759454
"43",502,502,0.33020600206007,0.0371935556730492,11.2637430697832,0.00138336058360421,5,0.382093338247426,0.382030507997775,0.379856181660641,0.373547853432851,0.864202457898503,-0.0518873361873564,-0.0518245059377047,0.864344588055762,-0.0496501796005706,0.869292163724934,-0.0433418513727811,0.883972425555452,182,5.2040066870768
"44",503,503,0.439033253994365,0.0524341230695806,11.9430869057253,0.00274933726207592,5,0.423894742032363,0.464762014448767,0.434623589838129,0.434531821792625,1.03571290337177,0.0151385119620019,-0.0257287604544021,0.944640999792296,0.00440966415623645,1.01014593836906,0.00450143220174049,1.01035926939291,97,4.57471097850338
"45",504,504,0.351737981055389,0.0208776643926398,5.93557293130425,0.000435876870491698,5,0.350055428128756,0.361440894779092,0.351707761143945,0.362391717709284,1.00480653288431,0.00168255292663266,-0.00970291372370319,0.973154908966144,3.02199114438628e-05,1.00008592335678,-0.0106537366538955,0.970601600055214,585,6.37161184723186
"46",505,505,0.316869439181057,0.025513605074497,8.05177209276995,0.000650944043897398,5,0.340102475702535,0.392820980481899,0.336636383844411,0.367055641518661,0.93168812878093,-0.0232330365214785,-0.0759515413008424,0.806651006248017,-0.0197669446633541,0.941281021268069,-0.0501862023376037,0.863273583999519,396,5.98141421125448
"47",506,506,0.430146418614131,0.0342059148943764,7.95215615291716,0.00117004461376132,5,0.421813962777163,0.47238318616135,0.428299785909405,0.422513789939855,1.01975386443376,0.00833245583696762,-0.0422367675472195,0.910587910864395,0.00184663270472613,1.00431154244172,0.007632628674276,1.01806480369638,268,5.59098698051086
"48",507,507,0.405434171845756,0.0356265422716477,8.78725690768896,0.0012692505142335,5,0.36936754363355,0.426963084640261,0.380840425005806,0.410975838535758,1.09764428097123,0.0360666282122059,-0.0215289127945046,0.949576641239034,0.0245937468399497,1.06457756379086,-0.00554166669000239,0.986515833364447,224,5.41164605185504
"49",508,508,0.414785934290166,0.0711085212562584,17.1434263743654,0.00505642179525175,5,0.386412628301072,0.491563699557569,0.388363787354517,0.408994058187145,1.07342748117173,0.0283733059890938,-0.0767777652674033,0.843809123138045,0.0264221469356494,1.06803452792454,0.00579187610302073,1.0141612719967,53,3.97029191355212
"50",509,509,0.386654125898205,0.0732667470892731,18.9489112314715,0.00536801622904351,5,0.415256421780676,0.501671913824967,0.420579856873704,0.439091773219703,0.931121364096382,-0.0286022958824705,-0.115017787926762,0.770731059967428,-0.0339257309754993,0.919335815966843,-0.0524376473214984,0.880577021662256,52,3.95124371858143
"51",510,510,0.441666549016222,0.0444883852018258,10.0728446156767,0.00197921641786603,5,0.431583776673577,0.429540725512765,0.43856041417511,0.438424553495833,1.02336225986148,0.0100827723426452,0.0121258235034574,1.0282297411706,0.00310613484111166,1.00708257001935,0.00324199552038862,1.00739464862207,142,4.95582705760126
"52",511,511,0.548197925826069,0.100761696314639,18.3805322070132,0.0101529194442036,5,0.410597883456135,0.429437377802132,0.420746056192137,0.434675717797457,1.3351211682138,0.137600042369934,0.118760548023937,1.27654916447133,0.127451869633932,1.30291875053424,0.113522208028612,1.26116528570733,25,3.2188758248682
"53",601,601,0.23145481425191,0.0169099188180372,7.30592658990141,0.000285945354432608,6,0.21053448461678,0.342026628551285,0.212070976472093,0.270903248185153,1.09936771010796,0.0209203296351296,-0.110571814299375,0.67671577278143,0.0193838377798173,1.09140259597177,-0.0394484339332429,0.854381834852415,726,6.5875500148248
"54",602,602,0.316588943430092,0.0303493746133436,9.58636593069941,0.000921084539421063,6,0.289066303290715,0.341427751342043,0.291744203222605,0.309275945395513,1.09521220504106,0.0275226401393773,-0.0248388079119515,0.927250178656193,0.0248447402074873,1.08515932770232,0.00731299803457908,1.02364554419267,265,5.57972982598622
"55",603,603,0.212084173792793,0.0354882441567728,16.733093998539,0.00125941547333072,6,0.233390952834019,0.310879610145797,0.231656049997189,0.246381144628881,0.908707776447621,-0.021306779041226,-0.0987954363530041,0.682206767093311,-0.0195718762043955,0.915513209326357,-0.0342969708360883,0.860797095947626,175,5.16478597392351
"56",604,604,0.228613728197033,0.0257223991953028,11.2514674416812,0.000661641820362516,6,0.213350274184713,0.258717414322416,0.210345809698198,0.23532612593243,1.07154175953439,0.0152634540123198,-0.0301036861253831,0.883642598221596,0.0182679184988352,1.08684707589396,-0.00671239773539689,0.971476189867145,316,5.75574221358691
"57",605,605,0.10945550212765,0.0523615482521173,47.8382056948147,0.00274173173535881,6,0.212197025544733,0.371116304292335,0.209602152246539,0.26210958828161,0.515820152740906,-0.102741523417083,-0.261660802164685,0.294935848578159,-0.100146650118889,0.522206002917881,-0.15265408615396,0.417594422414076,36,3.58351893845611
"58",606,606,0.222895700461139,0.0248744621053542,11.1596868193924,0.000618738865030703,6,0.218916926208222,0.267235426767055,0.215734315190134,0.239757465311383,1.01817481325831,0.00397877425291726,-0.0443397263059163,0.834079909081192,0.00716138527100468,1.03319539251182,-0.0168617648502445,0.929671575279855,333,5.80814248998044
"59",607,607,0.200863565044575,0.0367827922658881,18.3123267067999,0.00135297380687548,6,0.20488272042168,0.321572039120341,0.201095465426515,0.251371882213948,0.980383141297454,-0.00401915537710537,-0.120708474075766,0.624630069187721,-0.000231900381939737,0.998846814464723,-0.0505083171693726,0.799069344094802,139,4.93447393313069
"60",608,608,0.217510416434832,0.021832883172861,10.0376264873744,0.000476674787639797,6,0.21850008797628,0.318244332943205,0.218205453659998,0.258019952668293,0.995470612617989,-0.000989671541448134,-0.100733916508373,0.683469881217491,-0.000695037225165729,0.996814757772972,-0.0405095362334613,0.842998435529753,421,6.04263283368238
"61",609,609,0.310221144346091,0.0318698394464374,10.2732647426774,0.0010156866663417,6,0.27073049964934,0.33449499217353,0.270297697298651,0.299607086796668,1.14586699595317,0.0394906446967508,-0.0242738478274388,0.927431356536286,0.0399234470474404,1.14770176529965,0.0106140575494225,1.03542659041515,241,5.48479693349065
"62",610,610,0.367030537429788,0.0461464930506439,12.5729301364935,0.00212949882087313,6,0.322572630171718,0.298825232446623,0.336583547287872,0.301775127263041,1.13782293691316,0.0444579072580701,0.0682053049831646,1.22824479855578,0.0304469901419155,1.09045893772067,0.0652554101667467,1.21623853085104,121,4.79579054559674
"63",611,611,0.119604720936455,0.0300929252532861,25.1603155942935,0.000905584150299867,6,0.185798186170489,0.343393078004469,0.172558385015591,0.238979248759766,0.643734599360973,-0.0661934652340337,-0.223788357068014,0.348302655462666,-0.0529536640791355,0.693126102945671,-0.119374527823311,0.50048161736707,135,4.90527477843843
"64",612,612,0.230892737789539,0.0546053724405066,23.6496708225963,0.00298174669936643,6,0.232942136163073,0.353138453477013,0.230120053672405,0.249319679860295,0.991202113935715,-0.0020493983735338,-0.122245715687474,0.653830630779972,0.00077268411713427,1.00335774351172,-0.0184269420707563,0.926091104877554,74,4.30406509320417
"65",613,613,0.170880082232091,0.0458378931157564,26.8245968266207,0.0021011124452915,6,0.216753601524221,0.328062266316538,0.211308436347277,0.254690368832178,0.788360982380246,-0.0458735192921298,-0.157182184084447,0.520876979089127,-0.0404283541151861,0.808676100140443,-0.0838102866000867,0.670932642705027,73,4.29045944114839
"66",701,701,0.290649133134988,0.00866444266047111,2.98106605962146,7.50725666165917e-05,7,0.295225760882023,0.2483570967844,0.292811251401319,0.280576549219492,0.984497871278706,-0.00457662774703516,0.042292036350588,1.17028720700219,-0.002162118266331,0.992616000047868,0.0100725839154963,1.03589959297566,3328,8.1101268019411
"67",801,801,0.455694488351848,0.0185334615531351,4.06708047318429,0.000343489197141536,8,0.400922315576274,0.386004291859215,0.406150216819794,0.415434178564037,1.13661542560146,0.0547721727755738,0.0696901964926332,1.18054254308149,0.0495442715320542,1.12198509191991,0.0402603097878111,1.09691140465855,885,6.78558764500793
"68",802,802,0.560080376452311,0.0672853882422387,12.0135236068154,0.00452732347090879,8,0.54162014861607,0.549289087830264,0.5438641082963,0.542129174065867,1.03408334768086,0.0184602278362408,0.0107912886220471,1.01964591844465,0.0162162681560111,1.02981676471869,0.0179512023864439,1.03311240797431,62,4.12713438504509
"69",803,803,0.502861691131274,0.0398194734717802,7.91857367026696,0.00158559046756981,8,0.46611501582862,0.411453769807364,0.4674524122671,0.462031103465573,1.07883606846977,0.0367466753026537,0.0914079213239101,1.2221584246675,0.0354092788641741,1.07574948365854,0.0408305876657011,1.08837194586997,175,5.16478597392351
"70",804,804,0.439433729173062,0.0460628591342226,10.4823221514891,0.00212178699161924,8,0.457052366063263,0.449437919697836,0.452569674821546,0.445424130012548,0.961451601176565,-0.0176186368902013,-0.0100041905247741,0.977740662088548,-0.0131359456484843,0.97097475509453,-0.00599040083948577,0.986551243105494,167,5.11799381241676
"71",805,805,0.525480434352941,0.0701384666216422,13.3474934624366,0.00491940450003521,8,0.541030049322428,0.3863645110893,0.543349088486984,0.512793539631323,0.971259239687405,-0.0155496149694873,0.139115923263641,1.36006392738149,-0.0178686541340435,0.96711386010824,0.0126868947216179,1.02474074601396,65,4.17438726989564
"72",806,806,0.580357718719314,0.0413774734307324,7.12964988594292,0.00171209530751097,8,0.522568250658345,0.406044725023431,0.529498483242143,0.50120701077374,1.11058740745953,0.0577894680609692,0.174312993695883,1.429295057794,0.0508592354771713,1.09605171135856,0.0791507079455743,1.15792019314212,171,5.14166355650266
"73",807,807,0.604566593215074,0.0443289865236944,7.33235792734654,0.00196505904621788,8,0.568586263792425,0.41547325584643,0.570816612682501,0.530691271198534,1.06328033530508,0.0359803294226486,0.189093337368644,1.45512757971246,0.0337499805325727,1.05912578537959,0.0738753220165398,1.13920583590851,144,4.969813299576
"74",808,808,0.599250460785087,0.0391753993917429,6.53739996134815,0.00153471191750257,8,0.551927391920288,0.426684350668709,0.560077412095443,0.527053267676278,1.0857414753418,0.0473230688647995,0.172566110116378,1.40443505801403,0.0391730486896438,1.06994220413761,0.0721971931088088,1.13698272553573,180,5.19295685089021
"75",809,809,0.335251105947933,0.0254178130839181,7.58172385801633,0.000646065221968996,8,0.374441486512272,0.372414189044579,0.36614188268761,0.438723236869575,0.895336435795678,-0.0391903805643388,-0.0371630830966463,0.900210345926971,-0.0308907767396769,0.91563167667974,-0.103472130921642,0.764151696956042,429,6.06145691892802
"76",810,810,0.561972205508743,0.068549676636527,12.1980546305614,0.00469905816697241,8,0.547947670816891,0.517970254035939,0.554194474828399,0.532811509178078,1.02559466065609,0.0140245346918516,0.0440019514728041,1.08495073052931,0.00777773068034393,1.01403429848836,0.029160696330665,1.05472985442009,58,4.06044301054642
"77",811,811,0.555541496817967,0.040358638226105,7.26473872019847,0.00162881967946562,8,0.535494730161201,0.500315427344244,0.533936307142312,0.523117698163592,1.03743597374101,0.0200467666567663,0.0552260694737235,1.11038250362751,0.0216051896756553,1.04046398303814,0.0324237986543747,1.06198184226647,180,5.19295685089021
"78",812,812,0.524863485943002,0.0421474385188403,8.0301715870205,0.00177640657369942,8,0.518448498016363,0.494393263627702,0.518021367548752,0.509865448137104,1.01237343333269,0.00641498792663875,0.0304702223153001,1.06163154831787,0.0068421183942502,1.01320817793024,0.014998037805898,1.02941567792188,165,5.10594547390058
"79",813,813,0.309698009815633,0.0495469230935874,15.9984635106578,0.00245489758804187,8,0.39986630891129,0.445656503490338,0.388653025369975,0.426201388756137,0.774503885208141,-0.090168299095657,-0.135958493674705,0.694925368282766,-0.0789550155543418,0.796849605173712,-0.116503378940504,0.726647115626447,100,4.60517018598809
"80",901,901,0.509061067067417,0.0179789438531039,3.53178528396925,0.000323242422073061,9,0.427787652294986,0.376802876136071,0.42662099332583,0.404173618088272,1.18998541527886,0.0812734147724311,0.132258190931346,1.35100101222047,0.0824400737415875,1.19323960853146,0.104887448979145,1.25951087425067,889,6.7900972355139
"81",902,902,0.458249919221114,0.0309181140158645,6.74699824681168,0.000955929774297998,9,0.446538349897951,0.401715929373719,0.445470471961322,0.436295488639059,1.02622746585112,0.0117115693231628,0.0565339898473946,1.14073126235131,0.0127794472597921,1.02868752939679,0.0219544305820554,1.05032009533387,312,5.74300318780948
"82",903,903,0.471428851249916,0.025442403760658,5.39687032161941,0.000647315909120346,9,0.44088977680776,0.390252954769305,0.440859348822606,0.42937887338194,1.06926691442762,0.0305390744421558,0.081175896480611,1.20800840964445,0.0305695024273097,1.06934071492178,0.0420499778679757,1.0979321072245,471,6.15485809401642
"83",904,904,0.53769696808346,0.0543369262268357,10.1054923966768,0.00295250155178058,9,0.47289464139739,0.501188657783543,0.472436105692264,0.471783016361504,1.1370333283849,0.0648023266860697,0.0365083102999171,1.0728434487352,0.0652608623911964,1.13813690699099,0.0659139517219562,1.1397124301555,96,4.56434819146784
"84",905,905,0.406980430691002,0.0259117213071271,6.36682242021618,0.000671417301098225,9,0.428198432985447,0.508010845184441,0.424168136185899,0.428240985066981,0.950448201908375,-0.0212180022944452,-0.101030414493439,0.80112547704221,-0.0171877054948975,0.959479027233284,-0.0212605543759789,0.950353760809107,401,5.99396142730657
"85",906,906,0.44587615015334,0.0439682562493308,9.86109174805825,0.00193320755760682,9,0.441341110219373,0.498525056103928,0.437696928828573,0.4495345040862,1.01027558917345,0.0045350399339672,-0.0526489059505882,0.894390652373524,0.00817922132476684,1.01868695160064,-0.00365835393285963,0.991861906261687,144,4.969813299576
"86",907,907,0.398729800203501,0.0220271352127242,5.52432629853151,0.000485194685679633,9,0.40719376085537,0.415467588040472,0.405373471778832,0.411796717779079,0.979213923528471,-0.00846396065186933,-0.016737787836971,0.95971337279061,-0.00664367157533091,0.983610985824559,-0.0130669175755779,0.968268524222216,582,6.36647044773144
"87",1001,1001,0.251585588858254,0.0132536773407803,5.26805903347967,0.000175659963053512,10,0.271938898868873,0.356837452876286,0.27130694746662,0.295823771175794,0.925154841417399,-0.0203533100106186,-0.105251864018032,0.705042553213935,-0.0197213586083657,0.927309791391199,-0.0442381823175398,0.850457648681481,1227,7.11232744471091
"88",1002,1002,0.315295344250314,0.026839766604471,8.51257942558228,0.000720373071382477,10,0.333907155680593,0.394590079902016,0.333867898385208,0.346169234298242,0.944260519387962,-0.0186118114302791,-0.0792947356517019,0.799045288539965,-0.0185725541348944,0.944371548673224,-0.0308738900479277,0.910812726871827,364,5.89715386763674
